"InvoiceID","PayerAccountId","LinkedAccountId","RecordType","RecordID","BillingPeriodStartDate","BillingPeriodEndDate","InvoiceDate","PayerAccountName","LinkedAccountName","TaxationAddress","PayerPONumber","ProductCode","ProductName","SellerOfRecord","UsageType","Operation","RateId","ItemDescription","UsageStartDate","UsageEndDate","UsageQuantity","BlendedRate","CurrencyCode","CostBeforeTax","Credits","TaxAmount","TaxType","TotalCost"
"Estimated","340802881203","","PayerLineItem","5200000001422281582","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AWSGlue","AWS Glue","Amazon Web Services, Inc.","USW2-Catalog-Storage","Storage","272606068","$0 for AWS Glue Data Catalog storage under the free tier","2018/10/01 00:00:00","2018/10/31 23:59:59","11.60752178","","USD","0.00","0.0","0.000000","None","0.000000"
"Estimated","340802881203","","PayerLineItem","5200000001422281601","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","awskms","AWS Key Management Service","Amazon Web Services, Inc.","us-west-2-KMS-Requests","","229409308","$0.00 per request - Monthly Global Free Tier for KMS requests","2018/10/01 00:00:00","2018/10/31 23:59:59","26.0","","USD","0.00","0.0","0.000000","None","0.000000"
"Estimated","340802881203","","PayerLineItem","5200000001422281615","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AmazonML","Amazon Machine Learning","Amazon Web Services, Inc.","USE1-MegabyteHour10","RealtimeCapacity","6405587","$0.001 per 10 MB per hour for real-time prediction capacity reservation","2018/10/01 00:00:00","2018/10/31 23:59:59","7410.0","","USD","0.74","0.0","0.000000","None","0.740000"
"Estimated","340802881203","","PayerLineItem","5200000001422281630","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","awskms","AWS Key Management Service","Amazon Web Services, Inc.","us-east-1-KMS-Requests","","229409311","$0.00 per request - Monthly Global Free Tier for KMS requests","2018/10/01 00:00:00","2018/10/31 23:59:59","70.0","","USD","0.00","0.0","0.000000","None","0.000000"
"Estimated","340802881203","","PayerLineItem","5200000001422281636","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AmazonRoute53","Amazon Route 53","Amazon Web Services, Inc.","HostedZone","","206300760","$0.50 per Hosted Zone for the first 25 Hosted Zones","2018/10/01 00:00:00","2018/10/31 23:59:59","3.0","","USD","1.50","0.0","0.000000","None","1.500000"
"Estimated","340802881203","","PayerLineItem","5200000001426456637","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USE1-APS1-AWS-Out-Bytes","","282269644","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Singapore)","2018/10/01 00:00:00","2018/10/31 23:59:59","0.00005408","","USD","0.00","0.0","0.000000","None","0.000000"
"Estimated","340802881203","","PayerLineItem","5200000001426456638","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","DataTransfer-Out-Bytes","","282269252","$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier","2018/10/01 00:00:00","2018/10/31 23:59:59","13.25123807","","USD","1.19","0.0","0.000000","None","1.190000"
"Estimated","340802881203","","PayerLineItem","5200000001426456639","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USE1-APN2-AWS-In-Bytes","","282269592","$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Seoul)","2018/10/01 00:00:00","2018/10/31 23:59:59","0.00002413","","USD","0.00","0.0","0.000000","None","0.000000"
"Estimated","340802881203","","PayerLineItem","5200000001426456640","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USE1-APN2-AWS-Out-Bytes","","282256825","$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Seoul)","2018/10/01 00:00:00","2018/10/31 23:59:59","0.00001563","","USD","0.00","0.0","0.000000","None","0.000000"
"Estimated","340802881203","","PayerLineItem","5200000001427334367","2018/10/01 00:00:00","2018/10/31 23:59:59","2018/11/01 00:34:55","datanest","","","","AWSDataTransfer","AWS Data Transfer","Amazon Web Services, Inc.","USW2-USW1-AWS-In-Bytes","","281287503","$0.00 per GB - US West (Oregon) data transfer from US West (Northern California)","2018/10/01 00:00:00","2018/10/31 23:59:59","0.00703952","","USD","0.00","0.0","0.000000","None","0.000000"
